scorer,,,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img07852.png,226.21073350592775,106.79672699358196,263.07275499673636,94.32035048900057,246.05951430867088,71.06892154864434,285.18996789122156,66.5320573651602,294.2636962581899,88.64927025964539,294.8308042811254,44.98195249361052,322.61909740496577,59.72676108993399,418.46035328106825,51.78724876883673
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img07948.png,344.5285219953011,46.050436427605874,330.9714091636153,58.56469442608508,348.6999413281275,75.25037175739072,316.3714414987229,75.25037175739072,302.8143286670371,58.56469442608508,294.47149000138427,97.15032325472936,279.87152233649186,71.0789524245643,368.51418315905295,47.09329126081248
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img08062.png,310.1143124994833,47.09329126081248,322.6285704979625,75.25037175739072,335.1428284964417,51.26471059363888,355.99992516057375,68.9932427581511,371.64274765867276,90.89319425548973,381.0284411575322,53.35042026005209,398.7569733220444,84.63606525625013,364.3427638262266,47.09329126081248
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img08162.png,255.88586117274002,105.49316192038216,290.30007066855785,97.15032325472936,275.70010300366545,72.12180725777091,312.2000221658965,68.9932427581511,333.0571188300285,86.72177492266334,329.9285543304087,51.26471059363888,376.8570218247058,67.9503879249445,416.48550548655663,60.65040409249829
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img08275.png,341.39995749568135,67.9503879249445,312.2000221658965,68.9932427581511,322.6285704979625,94.02175875510954,280.91437716969847,90.89319425548973,265.2715546715994,83.59321042304353,272.57153850404563,118.00741991886139,232.94305484219478,109.66458125320855,276.74295783687205,55.436129926465284
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img08640.png,364.3427638262266,447.54954721214744,389.371279823185,418.3496118823626,364.3427638262266,410.0067732167098,397.7141184888378,388.10682171937117,418.57121515296984,397.49251521823055,397.7141184888378,368.29257988844574,433.17118281786225,353.6926122235533,464.4568278140603,271.30708040023177
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img08816.png,149.51466818566666,137.8216617497868,192.27171634713733,147.20735524864622,186.0145873478977,118.00741991886139,222.51450651012877,118.00741991886139,247.5430225070872,130.52167791734058,244.41445800746737,97.15032325472936,281.9572310083612,104.45030708717557,379.9855853297817,102.36459742076237
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img08865.png,212.08595718351887,167.02159707957162,238.1573280136839,143.03593591581983,211.04310235031227,128.43596825092737,242.3287473465103,105.49316192038215,265.2715536770556,112.79314575282838,246.50016667933673,79.42179109021713,288.2143600076008,77.33608142380392,386.24271432902134,50.22185576043229
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img08910.png,158.9003606899822,295.2927415639836,186.01458635335385,267.13566106740535,158.9003606899822,255.66425790213276,196.44313468541984,219.16433873990172,227.72877968161788,207.69293557462908,196.44313468541984,189.96440341011686,227.72877968161788,173.27872607881125,276.74295684232817,90.89319425548975
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img09343.png,476.8724796434266,300.18056281459354,508.6305289278156,276.3620258513018,481.4093438269107,263.31854132378487,506.929204859009,232.69470808526688,524.5095535700101,225.32230378710517,483.11066789571726,228.15784390178277,490.483072193879,187.893174273361,410.520840959971,129.48104791100266
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img09448.png,229.81448934803106,405.8353538838834,263.18584401064237,404.7924990506768,259.01442467781595,381.84969272013154,293.42863417363384,371.4211443880655,326.79998883624506,365.16401538882593,296.5571986732536,352.6497573903467,342.44281133434407,330.74980589300804,392.49984332826097,247.32141923647993
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img09464.png,388.32842399543455,350.56404772393347,370.59989183092233,330.74980589300804,354.9570693328233,346.39262839110705,347.6570855003771,318.23554789452885,366.4284724980959,303.63558022963645,321.58571467021204,307.8069995624628,342.44281133434407,272.3499352334384,368.5141821645091,181.62156474446408
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img09774.png,176.6288928544944,207.69293557462908,201.65740885145286,178.49300024484427,177.67174768770101,170.15016157919143,208.95739268389906,143.03593591581983,238.1573280136839,139.90737141620002,214.17166684993208,113.83600058603498,259.01442467781595,97.15032325472934,353.9142144996167,67.95038792494451
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img09854.png,229.8144893480311,113.83600058603498,207.91453785069245,126.35025858451418,226.6859248484113,147.2073552486462,187.05744118656042,154.50733908109243,172.45747352166802,136.7788069165802,173.50032835487463,177.45014541163766,157.8575058567756,152.42162941467922,239.2001828468905,72.12180725777093
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img10143.png,306.98574700531964,81.50750075663034,340.35710166793086,88.80748458907654,343.4856661675507,59.6075492592917,365.3856176648893,77.33608142380392,384.15700466260813,98.19317808793595,384.15700466260813,62.736113758911515,413.356939992393,87.76462975586993,357.0427789992365,46.050436427605874
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img10617.png,145.6813942490842,411.333735309955,185.37895585457045,408.4981951952774,166.09728307476286,377.3072539338239,206.3619527031846,375.03882184208186,218.83832920776598,390.91784648427637,207.49616874905564,352.92160894759667,228.4791655976698,359.7269052228229,280.0859956848019,279.76467398891486
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img10632.png,248.58587634574994,261.9213869013724,225.6430700152047,292.1641770643638,251.71444084536975,297.3784512303968,238.1573280136839,322.40696722735527,222.51450551558486,347.43548322431366,260.05727951102256,341.1783542250741,268.4001181766754,364.1211605556193,361.2141983320629,335.96408005904107
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img11335.png,246.50016667933673,176.40729057843106,231.90019901444433,200.3929517421829,262.14298917743577,201.4358065753895,248.58587634574994,236.89287090441394,235.02876351406408,264.00709656778554,261.10013434422916,262.964241734579,250.67158601216315,305.7212898960496,302.8143276724932,389.1496765525777
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img11385.png,131.78613502661057,226.4643225723479,167.243199355635,209.77864524104228,146.38610269150297,193.09296790973667,179.75745735411422,179.53585507805087,199.57169918503965,185.79298407729044,181.84316702052743,154.50733908109243,231.90019901444433,153.46448424788582,323.67142433662525,126.35025858451418
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img11781.png,397.4773564324541,79.57554189267711,420.7287853728103,107.36383501651747,436.04070199206933,78.44132584680607,454.1881587260059,104.5282949018399,444.54732233610207,128.34683186513163,475.7382635975556,108.49805106238853,474.6040475516845,136.8534522091644,536.418822051656,214.54725135133035
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img12998.png,575.5492756342067,247.43951668159036,535.8517140287204,231.56049203939585,538.1201461204626,267.855405507269,518.8384733406549,253.67770493388105,509.7647449736867,240.63422040636414,513.1673931112997,276.92913387423727,483.67777591865286,254.2448129568166,413.3563810746486,203.7721989155555
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img13056.png,442.5568753221778,397.49251521823055,475.9282299847891,386.02111205295796,461.3282623198966,365.16401538882593,492.61390731609464,353.6926122235533,519.7281329794663,337.00693489224767,484.27106865044186,333.87837039262786,517.6424233130531,297.3784512303968,509.2995846474003,204.56437107500926
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img13097.png,484.27106865044186,402.7067893842636,500.9567459817475,372.4639992212721,468.62824615234285,370.3782895548589,493.6567621493013,347.43548322431366,518.6852781462596,339.0926445586609,480.09964931761544,334.92122522583446,505.1281653145739,302.59272539642984,500.9567459817475,212.9072097406621
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img13127.png,535.3709554775653,180.57870991125748,521.8138426458795,208.73579040783568,549.9709231424578,206.65008074142247,537.4566651439785,234.80716123800073,525.9852619787059,255.66425790213276,563.5280359741436,256.70711273533936,546.8423586428379,291.1213222311572,507.2138749809871,373.5068540544787
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img13216.png,255.8858601781961,187.87869374370365,267.3572633434688,153.46448424788582,246.50016667933673,149.2930649150594,263.18584401064237,125.30740375130758,290.300069674014,113.83600058603498,259.01442467781595,104.45030708717557,304.90003733890643,75.25037175739071,400.84268199391374,72.12180725777093
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img13221.png,246.50016667933673,277.5642093994714,261.10013434422916,245.23570957006672,233.98590868085748,244.1928547368601,249.62873117895654,209.77864524104228,264.228698843849,186.83583891049705,233.98590868085748,188.92154857691025,249.62873117895654,146.1645004154396,299.6857631728734,72.12180725777093
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img13234.png,358.0856338324431,331.79266072621465,337.22853716831105,309.892709228876,321.58571467021204,328.66409622659484,291.34292450722063,295.2927415639836,284.0429406747744,268.17851590061196,259.01442467781595,300.50701573001663,248.58587634574994,261.9213869013724,218.34308618275847,171.19301641239804
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img13280.png,327.1559615884499,334.20704419072456,327.7230696113854,291.10683444762526,298.23345241873847,307.55296711275525,290.29394009764127,279.76467398891486,296.53212834993195,262.7514333008493,272.1464833637047,292.8081585164318,261.93853895086534,255.94613702562316,217.13700513895947,168.04439347061788
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img13307.png,436.29974632293823,195.17867757614988,405.01410132674016,199.3500969089763,420.65692382483917,222.29290323952154,379.9855853297817,231.67859673838092,355.99992416602987,230.6357419051743,375.8141659969553,259.8356772349592,329.9285533358649,271.30708040023177,227.72877968161788,268.17851590061196
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img13413.png,286.32418393709264,84.11240607616125,318.64934124441714,109.63226710825955,327.7230696113854,73.90446166332192,349.8402825058706,98.85721467248472,350.4073905288061,120.9744275669699,369.1219552856782,91.48481037432298,388.4036280654858,128.34683186513163,470.0671833682004,171.447041608231
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img13524.png,278.8286665087414,320.32125756094206,309.07145667173285,301.54987056322324,289.2572148408074,289.035612564744,325.75713400303846,272.3499352334384,350.7856499999969,269.22137073381856,340.35710166793086,238.97858057082715,375.8141659969553,222.29290323952154,384.15700466260813,126.35025858451418
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img13527.png,236.0716183472707,374.5497088876853,267.3572633434688,356.8211767231731,242.3287473465103,339.0926445586609,277.7858116755348,322.40696722735527,309.07145667173285,311.9784188952892,286.1286503411876,293.2070318975704,326.79998883624506,268.17851590061196,359.1284886656497,177.45014541163766
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img13587.png,255.13324267563917,407.36397914940636,274.41491545544676,373.3374977732753,240.3884340793157,370.50195765859775,261.93853895086534,337.04258430540216,284.0557518453505,339.3110163971443,246.62662233160637,323.99909977788525,277.25045557012436,300.18056281459354,289.1597240517702,203.20509089261998
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img13632.png,474.8853751515825,238.97858057082715,472.79966548516927,270.26422556702516,498.87103631533427,264.00709656778554,480.09964931761544,294.249886730777,450.89971398783064,300.50701573001663,487.3996331500617,318.23554789452885,449.85685915462403,342.2212090582807,383.1141498294015,414.17819254953616
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img13637.png,452.98542365424385,172.23587124560464,455.07113332065705,201.4358065753895,480.09964931761544,195.17867757614988,474.8853751515825,229.5928870719677,461.3282623198966,247.32141923647993,496.78532664892106,250.44998373609974,482.18535898402865,289.035612564744,455.07113332065705,387.06396688616456
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img13688.png,336.18568233510445,55.436129926465284,359.1284886656497,80.46464592342373,369.5570369977157,55.436129926465284,392.49984332826097,74.2075169241841,396.6712626610873,101.32174258755576,419.61406899163256,68.99324275815111,436.29974632293823,104.45030708717557,496.78532664892106,177.45014541163766
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img13782.png,146.38610269150297,202.47866140859605,175.5860380212878,181.62156474446408,156.81465102356898,167.02159707957162,188.10029601976703,147.2073552486462,215.21452168313868,145.12164558223304,194.35742501900666,113.83600058603498,233.98590868085748,97.15032325472934,318.45715017059223,50.22185576043229
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img14268.png,261.10013434422916,267.13566106740535,275.70010200912157,231.67859673838092,244.41445701292352,231.67859673838092,263.18584401064237,193.09296790973667,287.1715051743942,178.49300024484427,246.50016667933673,179.53585507805087,273.61439234270836,137.8216617497868,339.31424683472426,67.95038792494451
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img15181.png,266.3144085102622,418.3496118823626,302.8143276724932,426.6924505480154,296.5571986732536,399.57822488464376,330.9714081690715,410.00677321670975,361.2141983320629,417.306757049156,357.0427789992365,384.97825721975136,396.6712626610873,397.49251521823055,497.8281814821277,372.4639992212721
labeled-data,FiberphotometryTest-240918_ic240724d-240918-173603_Vid1,img15264.png,178.71460252090762,176.40729057843106,154.7289413571558,199.3500969089763,186.01458635335382,207.69293557462908,169.3289090220482,234.80716123800073,158.9003606899822,259.8356772349592,193.31457018580005,251.49283856930634,192.27171535259345,293.2070318975704,269.442973009882,354.7354670567599
